
week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
4,Sep 25,Oct 1,2012,Fish Markets,Free Form Jazz,141.90,136.70,114.40,107.10,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=4&mid1=2&mid2=3week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
4,Sep 25,Oct 1,2012,Purple Jesus',Amish Rakefighters,106.55,118.80,117.34,106.13,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=4&mid1=4&mid2=5
4,Sep 25,Oct 1,2012,Amish Rakefighters,Purple Jesus',118.80,106.55,106.13,117.34,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=4&mid1=4&mid2=5week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
4,Sep 25,Oct 1,2012,Touch Me Gingerly,Flying Dutchmen,129.45,150.05,117.09,130.42,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=4&mid1=6&mid2=8
4,Sep 25,Oct 1,2012,Flying Dutchmen,Touch Me Gingerly,150.05,129.45,130.42,117.09,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=4&mid1=6&mid2=8week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
4,Sep 25,Oct 1,2012,Crooked 6 1/2's,Protein Stains,125.95,103.05,126.55,117.69,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=4&mid1=9&mid2=10
4,Sep 25,Oct 1,2012,Protein Stains,Crooked 6 1/2's,103.05,125.95,117.69,126.55,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=4&mid1=9&mid2=10week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
5,Oct 2,Oct 8,2012,Whirling Dervishes,Fish Markets,119.15,132.40,130.24,127.19,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=5&mid1=1&mid2=3
5,Oct 2,Oct 8,2012,Fish Markets,Whirling Dervishes,132.40,119.15,127.19,130.24,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=5&mid1=1&mid2=3week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
5,Oct 2,Oct 8,2012,Free Form Jazz,Wild Bunnies,133.85,116.45,112.03,109.92,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=5&mid1=2&mid2=7
5,Oct 2,Oct 8,2012,Wild Bunnies,Free Form Jazz,116.45,133.85,109.92,112.03,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=5&mid1=2&mid2=7week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
5,Oct 2,Oct 8,2012,Purple Jesus',Flying Dutchmen,86.50,102.85,109.03,120.96,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=5&mid1=4&mid2=8
5,Oct 2,Oct 8,2012,Flying Dutchmen,Purple Jesus',102.85,86.50,120.96,109.03,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=5&mid1=4&mid2=8week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
5,Oct 2,Oct 8,2012,Amish Rakefighters,Protein Stains,109.45,160.75,109.51,123.77,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=5&mid1=5&mid2=10
5,Oct 2,Oct 8,2012,Protein Stains,Amish Rakefighters,160.75,109.45,123.77,109.51,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=5&mid1=5&mid2=10week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
5,Oct 2,Oct 8,2012,Touch Me Gingerly,Crooked 6 1/2's,110.80,90.65,104.30,134.18,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=5&mid1=6&mid2=9
5,Oct 2,Oct 8,2012,Crooked 6 1/2's,Touch Me Gingerly,90.65,110.80,134.18,104.30,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=5&mid1=6&mid2=9week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
6,Oct 9,Oct 15,2012,Whirling Dervishes,Amish Rakefighters,95.85,133.10,113.90,113.16,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=6&mid1=1&mid2=5
6,Oct 9,Oct 15,2012,Amish Rakefighters,Whirling Dervishes,133.10,95.85,113.16,113.90,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=6&mid1=1&mid2=5week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
6,Oct 9,Oct 15,2012,Free Form Jazz,Protein Stains,101.55,91.90,106.24,106.95,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=6&mid1=2&mid2=10
6,Oct 9,Oct 15,2012,Protein Stains,Free Form Jazz,91.90,101.55,106.95,106.24,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=6&mid1=2&mid2=10week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
6,Oct 9,Oct 15,2012,Fish Markets,Flying Dutchmen,116.60,162.95,120.27,116.66,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=6&mid1=3&mid2=8
6,Oct 9,Oct 15,2012,Flying Dutchmen,Fish Markets,162.95,116.60,116.66,120.27,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=6&mid1=3&mid2=8week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
6,Oct 9,Oct 15,2012,Purple Jesus',Crooked 6 1/2's,89.55,121.35,109.54,127.20,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=6&mid1=4&mid2=9
6,Oct 9,Oct 15,2012,Crooked 6 1/2's,Purple Jesus',121.35,89.55,127.20,109.54,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=6&mid1=4&mid2=9week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
6,Oct 9,Oct 15,2012,Touch Me Gingerly,Wild Bunnies,118.55,92.05,111.81,114.08,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=6&mid1=6&mid2=7
6,Oct 9,Oct 15,2012,Wild Bunnies,Touch Me Gingerly,92.05,118.55,114.08,111.81,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=6&mid1=6&mid2=7week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
7,Oct 16,Oct 22,2012,Whirling Dervishes,Wild Bunnies,140.60,60.70,111.43,80.61,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=7&mid1=1&mid2=7
7,Oct 16,Oct 22,2012,Wild Bunnies,Whirling Dervishes,60.70,140.60,80.61,111.43,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=7&mid1=1&mid2=7week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
7,Oct 16,Oct 22,2012,Free Form Jazz,Flying Dutchmen,133.45,116.35,98.85,117.44,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=7&mid1=2&mid2=8
7,Oct 16,Oct 22,2012,Flying Dutchmen,Free Form Jazz,116.35,133.45,117.44,98.85,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=7&mid1=2&mid2=8week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
7,Oct 16,Oct 22,2012,Fish Markets,Crooked 6 1/2's,135.05,95.50,125.95,106.29,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=7&mid1=3&mid2=9
7,Oct 16,Oct 22,2012,Crooked 6 1/2's,Fish Markets,95.50,135.05,106.29,125.95,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=7&mid1=3&mid2=9week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
7,Oct 16,Oct 22,2012,Purple Jesus',Amish Rakefighters,91.40,106.35,113.32,116.06,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=7&mid1=4&mid2=5
7,Oct 16,Oct 22,2012,Amish Rakefighters,Purple Jesus',106.35,91.40,116.06,113.32,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=7&mid1=4&mid2=5week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
7,Oct 16,Oct 22,2012,Touch Me Gingerly,Protein Stains,124.35,91.70,114.17,109.61,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=7&mid1=6&mid2=10
7,Oct 16,Oct 22,2012,Protein Stains,Touch Me Gingerly,91.70,124.35,109.61,114.17,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=7&mid1=6&mid2=10week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
8,Oct 23,Oct 29,2012,Whirling Dervishes,Amish Rakefighters,113.70,151.40,106.24,128.68,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=8&mid1=1&mid2=5
8,Oct 23,Oct 29,2012,Amish Rakefighters,Whirling Dervishes,151.40,113.70,128.68,106.24,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=8&mid1=1&mid2=5week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
8,Oct 23,Oct 29,2012,Free Form Jazz,Purple Jesus',82.00,115.35,103.21,114.19,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=8&mid1=2&mid2=4
8,Oct 23,Oct 29,2012,Purple Jesus',Free Form Jazz,115.35,82.00,114.19,103.21,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=8&mid1=2&mid2=4week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
8,Oct 23,Oct 29,2012,Fish Markets,Protein Stains,105.95,138.50,121.46,113.87,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=8&mid1=3&mid2=10
8,Oct 23,Oct 29,2012,Protein Stains,Fish Markets,138.50,105.95,113.87,121.46,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=8&mid1=3&mid2=10week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
8,Oct 23,Oct 29,2012,Touch Me Gingerly,Flying Dutchmen,102.70,129.90,123.76,117.47,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=8&mid1=6&mid2=8
8,Oct 23,Oct 29,2012,Flying Dutchmen,Touch Me Gingerly,129.90,102.70,117.47,123.76,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=8&mid1=6&mid2=8week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
8,Oct 23,Oct 29,2012,Wild Bunnies,Crooked 6 1/2's,78.85,94.45,103.41,108.23,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=8&mid1=7&mid2=9
8,Oct 23,Oct 29,2012,Crooked 6 1/2's,Wild Bunnies,94.45,78.85,108.23,103.41,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=8&mid1=7&mid2=9week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
9,Oct 30,Nov 5,2012,Whirling Dervishes,Purple Jesus',112.60,129.50,111.44,113.39,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=9&mid1=1&mid2=4
9,Oct 30,Nov 5,2012,Purple Jesus',Whirling Dervishes,129.50,112.60,113.39,111.44,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=9&mid1=1&mid2=4week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
9,Oct 30,Nov 5,2012,Free Form Jazz,Protein Stains,85.55,116.50,104.35,111.40,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=9&mid1=2&mid2=10
9,Oct 30,Nov 5,2012,Protein Stains,Free Form Jazz,116.50,85.55,111.40,104.35,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=9&mid1=2&mid2=10week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
9,Oct 30,Nov 5,2012,Fish Markets,Touch Me Gingerly,150.25,77.00,115.54,114.63,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=9&mid1=3&mid2=6
9,Oct 30,Nov 5,2012,Touch Me Gingerly,Fish Markets,77.00,150.25,114.63,115.54,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=9&mid1=3&mid2=6week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
9,Oct 30,Nov 5,2012,Amish Rakefighters,Crooked 6 1/2's,109.15,120.85,130.95,118.75,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=9&mid1=5&mid2=9
9,Oct 30,Nov 5,2012,Crooked 6 1/2's,Amish Rakefighters,120.85,109.15,118.75,130.95,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=9&mid1=5&mid2=9week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
9,Oct 30,Nov 5,2012,Wild Bunnies,Flying Dutchmen,100.75,155.35,108.91,120.39,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=9&mid1=7&mid2=8
9,Oct 30,Nov 5,2012,Flying Dutchmen,Wild Bunnies,155.35,100.75,120.39,108.91,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=9&mid1=7&mid2=8week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
10,Nov 6,Nov 12,2012,Whirling Dervishes,Protein Stains,116.75,113.45,125.16,111.41,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=10&mid1=1&mid2=10
10,Nov 6,Nov 12,2012,Protein Stains,Whirling Dervishes,113.45,116.75,111.41,125.16,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=10&mid1=1&mid2=10week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
10,Nov 6,Nov 12,2012,Free Form Jazz,Amish Rakefighters,92.25,120.65,113.89,125.93,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=10&mid1=2&mid2=5
10,Nov 6,Nov 12,2012,Amish Rakefighters,Free Form Jazz,120.65,92.25,125.93,113.89,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=10&mid1=2&mid2=5week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
10,Nov 6,Nov 12,2012,Fish Markets,Wild Bunnies,102.50,88.05,134.95,93.52,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=10&mid1=3&mid2=7
10,Nov 6,Nov 12,2012,Wild Bunnies,Fish Markets,88.05,102.50,93.52,134.95,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=10&mid1=3&mid2=7week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
10,Nov 6,Nov 12,2012,Purple Jesus',Touch Me Gingerly,95.50,149.30,101.57,114.43,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=10&mid1=4&mid2=6
10,Nov 6,Nov 12,2012,Touch Me Gingerly,Purple Jesus',149.30,95.50,114.43,101.57,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=10&mid1=4&mid2=6week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
10,Nov 6,Nov 12,2012,Flying Dutchmen,Crooked 6 1/2's,103.35,131.10,133.80,127.99,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=10&mid1=8&mid2=9
10,Nov 6,Nov 12,2012,Crooked 6 1/2's,Flying Dutchmen,131.10,103.35,127.99,133.80,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=10&mid1=8&mid2=9week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
11,Nov 13,Nov 19,2012,Whirling Dervishes,Crooked 6 1/2's,145.75,77.80,124.77,125.79,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=11&mid1=1&mid2=9
11,Nov 13,Nov 19,2012,Crooked 6 1/2's,Whirling Dervishes,77.80,145.75,125.79,124.77,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=11&mid1=1&mid2=9week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
11,Nov 13,Nov 19,2012,Free Form Jazz,Touch Me Gingerly,62.35,101.40,103.89,95.24,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=11&mid1=2&mid2=6
11,Nov 13,Nov 19,2012,Touch Me Gingerly,Free Form Jazz,101.40,62.35,95.24,103.89,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=11&mid1=2&mid2=6week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
11,Nov 13,Nov 19,2012,Fish Markets,Amish Rakefighters,131.15,101.20,119.43,121.69,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=11&mid1=3&mid2=5
11,Nov 13,Nov 19,2012,Amish Rakefighters,Fish Markets,101.20,131.15,121.69,119.43,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=11&mid1=3&mid2=5week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
11,Nov 13,Nov 19,2012,Purple Jesus',Wild Bunnies,109.80,116.80,106.14,118.61,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=11&mid1=4&mid2=7
11,Nov 13,Nov 19,2012,Wild Bunnies,Purple Jesus',116.80,109.80,118.61,106.14,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=11&mid1=4&mid2=7week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
11,Nov 13,Nov 19,2012,Flying Dutchmen,Protein Stains,131.90,90.90,133.81,123.29,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=11&mid1=8&mid2=10
11,Nov 13,Nov 19,2012,Protein Stains,Flying Dutchmen,90.90,131.90,123.29,133.81,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=11&mid1=8&mid2=10week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
12,Nov 20,Nov 26,2012,Whirling Dervishes,Touch Me Gingerly,146.75,91.70,125.52,114.65,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=12&mid1=1&mid2=6
12,Nov 20,Nov 26,2012,Touch Me Gingerly,Whirling Dervishes,91.70,146.75,114.65,125.52,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=12&mid1=1&mid2=6week,startDate,endDate,year,rfflTeam,rfflOpponent,teamPoints,opponentPoints,teamProj,oppProj,url
12,Nov 20,Nov 26,2012,Free Form Jazz,Crooked 6 1/2's,135.75,105.60,108.05,127.02,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=12&mid1=2&mid2=9
